Course Number,Course Name,Department,Prerequisites,Description
10110,and 10120.40170 Stream Biology,BSCI,BSCI 40430,"Identification, biology and ecology of stream-inhabiting organisms. Two-hour lecture, three-hour laboratory weekly. Prerequisites: BSCI 10110 and 10120.40174 Immunology (3)Survey of the mammalian host responses to self and nonself with emphasis on the cellular and molecular mechanisms by which innate and acquired immunity result. Experimental design and data analyses are related to current methodologies used to study immunology. Lectures three hours weekly. Prerequisites: BSCI 30171 and CHEM 10060 and 10061 and 10062 and 10063.40191 Senior Seminar (1)A capstone seminar course to examine biological topics and scientific contributions across subdisciplines. Discussion of current problems in the biological sciences related to societal needs and concerns. Prerequisites: biology (BSCI) major and junior standing.40192 Internship in Biological Sciences (3-12)Work experience and training in the biological sciences under the supervision of appropriate personnel in a government agency, nonprofit organization, or business. Maximum of 4 credit hours to count toward BSCI degrees as upper-division elective hours. Prerequisites: 18 hours of biology (BSCI) and 2.75 minimum GPA in biology coursework and special approval.40193 Variable Title Workshop in Biological Sciences (1-6)Topics to be offered will meet specific needs in the biological sciences. S/U graded."
10110,and 10120.40174 Immunology,BSCI,BSCI 40430,"Survey of the mammalian host responses to self and nonself with emphasis on the cellular and molecular mechanisms by which innate and acquired immunity result. Experimental design and data analyses are related to current methodologies used to study immunology. Lectures three hours weekly. Prerequisites: BSCI 30171 and CHEM 10060 and 10061 and 10062 and 10063.40191 Senior Seminar (1)A capstone seminar course to examine biological topics and scientific contributions across subdisciplines. Discussion of current problems in the biological sciences related to societal needs and concerns. Prerequisites: biology (BSCI) major and junior standing.40192 Internship in Biological Sciences (3-12)Work experience and training in the biological sciences under the supervision of appropriate personnel in a government agency, nonprofit organization, or business. Maximum of 4 credit hours to count toward BSCI degrees as upper-division elective hours. Prerequisites: 18 hours of biology (BSCI) and 2.75 minimum GPA in biology coursework and special approval.40193 Variable Title Workshop in Biological Sciences (1-6)Topics to be offered will meet specific needs in the biological sciences. S/U graded."
30171,and CHEM 10060 and 10061 and 10062 and 10063.40191 Senior Seminar,BSCI,BSCI 40430,"A capstone seminar course to examine biological topics and scientific contributions across subdisciplines. Discussion of current problems in the biological sciences related to societal needs and concerns. Prerequisites: biology (BSCI) major and junior standing.40192 Internship in Biological Sciences (3-12)Work experience and training in the biological sciences under the supervision of appropriate personnel in a government agency, nonprofit organization, or business. Maximum of 4 credit hours to count toward BSCI degrees as upper-division elective hours. Prerequisites: 18 hours of biology (BSCI) and 2.75 minimum GPA in biology coursework and special approval.40193 Variable Title Workshop in Biological Sciences (1-6)Topics to be offered will meet specific needs in the biological sciences. S/U graded."
40192,"Internship in Biological Sciences (3-12)Work experience and training in the biological sciences under the supervision of appropriate personnel in a government agency, nonprofit organization, or business. Maximum of 4 credit hours to count toward BSCI degrees as upper-division elective hours. Prerequisites: 18 hours of biology (BSCI) and 2.75 minimum GPA in biology coursework and special approval.40193 Variable Title Workshop in Biological Sciences (1-6)Topics to be offered will meet specific needs in the biological sciences. S/U graded. Prerequisite: special approval.40195 Special Topics in Biology (1-3)IP grade permissible. Prerequisites: 18 hours of biology (BSCI) coursework and special approval of instructor. Special course fees may be assessed.40196 Individual Investigation (1-3)Research study under the direction of a BSCI faculty mentor. May be repeated; however a maximum of 6 credit hours counts toward BSCI degrees as upper-division elective hours. Prerequisites: a minimum BSCI grade average of 2.75 and at least 18 credit hours of BSCI coursework. Departmental and faculty mentor approvals required.40269 Biology of the Algae",BSCI,BSCI 40430,"Morphology, ecology and systematics of freshwater and marine algae. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 10 credit hours biology (BSCI) coursework. Special fee: $28 flat fee—subject to change.40272 Plant Anatomy (4)Development and structure of cells, tissues and tissue systems of seed plants. Both vegetative and reproductive structures of angiosperms will be emphasized. Two-hour lecture and six-hour lab weekly. Prerequisites: BSCI 10110 and 10120.40275 Systematic Botany (4)Biosystematics, angiosperm phylogeny, survey of some major families of dicotyledons. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120.40277 Morphology of Lower Plants (4)Nonvascular plants, emphasizing structure, reproduction, evolution, fossil history, economic, ecological and medical importance. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $5 flat fee—subject to change.40363 Microbial Ecology (3)Microbial interactions with their biotic and abiotic environment; control of distribution and physiological activities; biochemical cycles; current techniques; emphasis on bacteria in aquatic systems. Pre/corequisites: BSCI 30171 and 30360.40364 Limnology (4)Field and lab study of the principles of aquatic ecology. Recitation one hour, lecture two hours, lab three hours weekly."
10110,and 10120 and 10 credit hours biology (BSCI) coursework. Special fee: $28 flat fee—subject to change.40272 Plant Anatomy,BSCI,BSCI 40430,"Development and structure of cells, tissues and tissue systems of seed plants. Both vegetative and reproductive structures of angiosperms will be emphasized. Two-hour lecture and six-hour lab weekly. Prerequisites: BSCI 10110 and 10120.40275 Systematic Botany (4)Biosystematics, angiosperm phylogeny, survey of some major families of dicotyledons. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120.40277 Morphology of Lower Plants (4)Nonvascular plants, emphasizing structure, reproduction, evolution, fossil history, economic, ecological and medical importance. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $5 flat fee—subject to change.40363 Microbial Ecology (3)Microbial interactions with their biotic and abiotic environment; control of distribution and physiological activities; biochemical cycles; current techniques; emphasis on bacteria in aquatic systems. Pre/corequisites: BSCI 30171 and 30360.40364 Limnology (4)Field and lab study of the principles of aquatic ecology. Recitation one hour, lecture two hours, lab three hours weekly."
10110,and 10120.40275 Systematic Botany,BSCI,BSCI 40430,"Biosystematics, angiosperm phylogeny, survey of some major families of dicotyledons. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120.40277 Morphology of Lower Plants (4)Nonvascular plants, emphasizing structure, reproduction, evolution, fossil history, economic, ecological and medical importance. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $5 flat fee—subject to change.40363 Microbial Ecology (3)Microbial interactions with their biotic and abiotic environment; control of distribution and physiological activities; biochemical cycles; current techniques; emphasis on bacteria in aquatic systems. Pre/corequisites: BSCI 30171 and 30360.40364 Limnology (4)Field and lab study of the principles of aquatic ecology. Recitation one hour, lecture two hours, lab three hours weekly."
10110,and 10120.40277 Morphology of Lower Plants,BSCI,BSCI 40430,"Nonvascular plants, emphasizing structure, reproduction, evolution, fossil history, economic, ecological and medical importance. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $5 flat fee—subject to change.40363 Microbial Ecology (3)Microbial interactions with their biotic and abiotic environment; control of distribution and physiological activities; biochemical cycles; current techniques; emphasis on bacteria in aquatic systems. Pre/corequisites: BSCI 30171 and 30360.40364 Limnology (4)Field and lab study of the principles of aquatic ecology. Recitation one hour, lecture two hours, lab three hours weekly."
10110,and 10120. Special fee: $5 flat fee—subject to change.40363 Microbial Ecology,BSCI,BSCI 40430,"Microbial interactions with their biotic and abiotic environment; control of distribution and physiological activities; biochemical cycles; current techniques; emphasis on bacteria in aquatic systems. Pre/corequisites: BSCI 30171 and 30360.40364 Limnology (4)Field and lab study of the principles of aquatic ecology. Recitation one hour, lecture two hours, lab three hours weekly."
30171,and 30360.40364 Limnology,BSCI,BSCI 40430,"Field and lab study of the principles of aquatic ecology. Recitation one hour, lecture two hours, lab three hours weekly."
40367,Limnological Techniques,BSCI,BSCI 40430,"Analysis and significance of ecologically important variables and constituents of surface waters. Lecture one hour, lab four hours weekly."
40368,Wetland Ecology and Management,BSCI,BSCI 40430,"Lecture, lab and field study of the principles of wetland ecology including adaptations of the biota to environmental conditions, comparison among different wetland habitat types and habitat management. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 10 hours of biology (BSCI) coursework. Special fee: $50 flat fee—subject to change.40369 Lake Management (3)Lecture/discussion related to management of lakes and reservoirs, emphasizing eutrophication problems. Current literature and problem-solving techniques emphasized."
10110,and 10120 and 10 hours of biology (BSCI) coursework. Special fee: $50 flat fee—subject to change.40369 Lake Management,BSCI,BSCI 40430,"Lecture/discussion related to management of lakes and reservoirs, emphasizing eutrophication problems. Current literature and problem-solving techniques emphasized."
40372,"Populations, Communities and Ecosystems",BSCI,BSCI 40430,"Integrated investigation of population, community and ecosystem ecology from historical and current perspectives. Community and ecosystem views of nutrient dynamics and biodiversity provide a framework for consideration of food web patterns, energy flow and ecosystem stability and function. Prerequisites: BSCI 30360 and 40163.40374 Conservation Biology (4)Provides a critical analysis of the factors that threaten biological diversity in the biosphere and the consequences on biological processes and quality of life."
30360,and 40163.40374 Conservation Biology,BSCI,BSCI 40430,Provides a critical analysis of the factors that threaten biological diversity in the biosphere and the consequences on biological processes and quality of life.
40430,Animal Physiology,BSCI,BSCI 40430,Physiologic principles and concepts. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063.40432 Endocrinology (3)Principles of endocrine regulation of physiological and metabolic processes. Morphological and functional interrelationships between systems.
30140,and CHEM 10060 and 10061 and 10062 and 10063.40432 Endocrinology,BSCI,BSCI 40430,Principles of endocrine regulation of physiological and metabolic processes. Morphological and functional interrelationships between systems.
40433,Mammalian Physiology I,BSCI,None,"The internal environment, metabolism and energy balance, temperature regulation, nervous system and special senses. Corequisite: BSCI 40444. Prerequisites: BSCI 40430 and 9 credit hours mathematics (MATH) coursework or 20 credit hours chemistry (CHEM) coursework.40434 Mammalian Physiology II (3)Physiology of cardiovascular, renal, respiratory and digestive systems. Corequisite: BSCI 40445. Prerequisites: BSCI 40430 and 9 credit hours mathematics (MATH) coursework or 20 credit hours chemistry (CHEM) coursework.40435 Reproductive Physiology of Mammals (3)Current concepts of reproductive processes based on studies with lab and domestic animals and man. Prerequisites: BSCI 40430 and 40432.40439 Environmental Physiology (4)Effects of heat, cold, oxygen, carbon dioxide, pressure, radiant energy, salt and water variations and other environmental factors on organisms. Prerequisites: BSCI 10110 and 10120 and CHEM 10060 and 10061 and 10062 and 10063.40444 Mammalian Physiology Laboratory I (1)Lab experimentation emphasizing physiological principles covered in BSCI 40433. Corequisite: BSCI 40433. Special fee: $40 flat fee—subject to change.40445 Mammalian Physiology Laboratory II (1)Lab experimentation emphasizing physiological principles covered in BSCI 40434. Four-hour lab weekly. Corequisite: BSCI 40434. Special fee: $40 flat fee—subject to change.40515 Animal Behavior (3)Explores the evolution of various animal behaviors, the functions they might serve, and the interplay among the social, ecological and physiological mechanisms that regulate their occurrence. Prerequisites: BSCI 10110 and 10120; and junior standing.40517 Histology (3)Study of the microscopic and submicroscopic structure of the mammalian body in relation to function. Two-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 30140 and 4 credit hours of biology (BSCI) coursework.40525 Wildlife Resources (3)Ecological parameters are discussed relative to the preservation and management of wild animal populations. Aesthetic, economic and environmental values are discussed. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40556 Vertebrate Zoology (4)Field approach to identification and natural history of all Ohio vertebrates except birds. Three-hour lab and three hours field weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40581 Animal Parasitology (4)Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours, lab six hours weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences (1)Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
40430,and 9 credit hours mathematics (MATH) coursework or 20 credit hours chemistry (CHEM) coursework.40434 Mammalian Physiology II,BSCI,None,"Physiology of cardiovascular, renal, respiratory and digestive systems. Corequisite: BSCI 40445. Prerequisites: BSCI 40430 and 9 credit hours mathematics (MATH) coursework or 20 credit hours chemistry (CHEM) coursework.40435 Reproductive Physiology of Mammals (3)Current concepts of reproductive processes based on studies with lab and domestic animals and man. Prerequisites: BSCI 40430 and 40432.40439 Environmental Physiology (4)Effects of heat, cold, oxygen, carbon dioxide, pressure, radiant energy, salt and water variations and other environmental factors on organisms. Prerequisites: BSCI 10110 and 10120 and CHEM 10060 and 10061 and 10062 and 10063.40444 Mammalian Physiology Laboratory I (1)Lab experimentation emphasizing physiological principles covered in BSCI 40433. Corequisite: BSCI 40433. Special fee: $40 flat fee—subject to change.40445 Mammalian Physiology Laboratory II (1)Lab experimentation emphasizing physiological principles covered in BSCI 40434. Four-hour lab weekly. Corequisite: BSCI 40434. Special fee: $40 flat fee—subject to change.40515 Animal Behavior (3)Explores the evolution of various animal behaviors, the functions they might serve, and the interplay among the social, ecological and physiological mechanisms that regulate their occurrence. Prerequisites: BSCI 10110 and 10120; and junior standing.40517 Histology (3)Study of the microscopic and submicroscopic structure of the mammalian body in relation to function. Two-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 30140 and 4 credit hours of biology (BSCI) coursework.40525 Wildlife Resources (3)Ecological parameters are discussed relative to the preservation and management of wild animal populations. Aesthetic, economic and environmental values are discussed. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40556 Vertebrate Zoology (4)Field approach to identification and natural history of all Ohio vertebrates except birds. Three-hour lab and three hours field weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40581 Animal Parasitology (4)Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours, lab six hours weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences (1)Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
40430,and 9 credit hours mathematics (MATH) coursework or 20 credit hours chemistry (CHEM) coursework.40435 Reproductive Physiology of Mammals,BSCI,None,"Current concepts of reproductive processes based on studies with lab and domestic animals and man. Prerequisites: BSCI 40430 and 40432.40439 Environmental Physiology (4)Effects of heat, cold, oxygen, carbon dioxide, pressure, radiant energy, salt and water variations and other environmental factors on organisms. Prerequisites: BSCI 10110 and 10120 and CHEM 10060 and 10061 and 10062 and 10063.40444 Mammalian Physiology Laboratory I (1)Lab experimentation emphasizing physiological principles covered in BSCI 40433. Corequisite: BSCI 40433. Special fee: $40 flat fee—subject to change.40445 Mammalian Physiology Laboratory II (1)Lab experimentation emphasizing physiological principles covered in BSCI 40434. Four-hour lab weekly. Corequisite: BSCI 40434. Special fee: $40 flat fee—subject to change.40515 Animal Behavior (3)Explores the evolution of various animal behaviors, the functions they might serve, and the interplay among the social, ecological and physiological mechanisms that regulate their occurrence. Prerequisites: BSCI 10110 and 10120; and junior standing.40517 Histology (3)Study of the microscopic and submicroscopic structure of the mammalian body in relation to function. Two-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 30140 and 4 credit hours of biology (BSCI) coursework.40525 Wildlife Resources (3)Ecological parameters are discussed relative to the preservation and management of wild animal populations. Aesthetic, economic and environmental values are discussed. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40556 Vertebrate Zoology (4)Field approach to identification and natural history of all Ohio vertebrates except birds. Three-hour lab and three hours field weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40581 Animal Parasitology (4)Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours, lab six hours weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences (1)Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
40430,and 40432.40439 Environmental Physiology,BSCI,None,"Effects of heat, cold, oxygen, carbon dioxide, pressure, radiant energy, salt and water variations and other environmental factors on organisms. Prerequisites: BSCI 10110 and 10120 and CHEM 10060 and 10061 and 10062 and 10063.40444 Mammalian Physiology Laboratory I (1)Lab experimentation emphasizing physiological principles covered in BSCI 40433. Corequisite: BSCI 40433. Special fee: $40 flat fee—subject to change.40445 Mammalian Physiology Laboratory II (1)Lab experimentation emphasizing physiological principles covered in BSCI 40434. Four-hour lab weekly. Corequisite: BSCI 40434. Special fee: $40 flat fee—subject to change.40515 Animal Behavior (3)Explores the evolution of various animal behaviors, the functions they might serve, and the interplay among the social, ecological and physiological mechanisms that regulate their occurrence. Prerequisites: BSCI 10110 and 10120; and junior standing.40517 Histology (3)Study of the microscopic and submicroscopic structure of the mammalian body in relation to function. Two-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 30140 and 4 credit hours of biology (BSCI) coursework.40525 Wildlife Resources (3)Ecological parameters are discussed relative to the preservation and management of wild animal populations. Aesthetic, economic and environmental values are discussed. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40556 Vertebrate Zoology (4)Field approach to identification and natural history of all Ohio vertebrates except birds. Three-hour lab and three hours field weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40581 Animal Parasitology (4)Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours, lab six hours weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences (1)Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
10110,and 10120 and CHEM 10060 and 10061 and 10062 and 10063.40444 Mammalian Physiology Laboratory I,BSCI,None,"Lab experimentation emphasizing physiological principles covered in BSCI 40433. Corequisite: BSCI 40433. Special fee: $40 flat fee—subject to change.40445 Mammalian Physiology Laboratory II (1)Lab experimentation emphasizing physiological principles covered in BSCI 40434. Four-hour lab weekly. Corequisite: BSCI 40434. Special fee: $40 flat fee—subject to change.40515 Animal Behavior (3)Explores the evolution of various animal behaviors, the functions they might serve, and the interplay among the social, ecological and physiological mechanisms that regulate their occurrence. Prerequisites: BSCI 10110 and 10120; and junior standing.40517 Histology (3)Study of the microscopic and submicroscopic structure of the mammalian body in relation to function. Two-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 30140 and 4 credit hours of biology (BSCI) coursework.40525 Wildlife Resources (3)Ecological parameters are discussed relative to the preservation and management of wild animal populations. Aesthetic, economic and environmental values are discussed. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40556 Vertebrate Zoology (4)Field approach to identification and natural history of all Ohio vertebrates except birds. Three-hour lab and three hours field weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40581 Animal Parasitology (4)Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours, lab six hours weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences (1)Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
40445,Mammalian Physiology Laboratory II,BSCI,None,"Lab experimentation emphasizing physiological principles covered in BSCI 40434. Four-hour lab weekly. Corequisite: BSCI 40434. Special fee: $40 flat fee—subject to change.40515 Animal Behavior (3)Explores the evolution of various animal behaviors, the functions they might serve, and the interplay among the social, ecological and physiological mechanisms that regulate their occurrence. Prerequisites: BSCI 10110 and 10120; and junior standing.40517 Histology (3)Study of the microscopic and submicroscopic structure of the mammalian body in relation to function. Two-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 30140 and 4 credit hours of biology (BSCI) coursework.40525 Wildlife Resources (3)Ecological parameters are discussed relative to the preservation and management of wild animal populations. Aesthetic, economic and environmental values are discussed. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40556 Vertebrate Zoology (4)Field approach to identification and natural history of all Ohio vertebrates except birds. Three-hour lab and three hours field weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40581 Animal Parasitology (4)Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours, lab six hours weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences (1)Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
40515,Animal Behavior,BSCI,None,"Explores the evolution of various animal behaviors, the functions they might serve, and the interplay among the social, ecological and physiological mechanisms that regulate their occurrence. Prerequisites: BSCI 10110 and 10120; and junior standing.40517 Histology (3)Study of the microscopic and submicroscopic structure of the mammalian body in relation to function. Two-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 30140 and 4 credit hours of biology (BSCI) coursework.40525 Wildlife Resources (3)Ecological parameters are discussed relative to the preservation and management of wild animal populations. Aesthetic, economic and environmental values are discussed. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40556 Vertebrate Zoology (4)Field approach to identification and natural history of all Ohio vertebrates except birds. Three-hour lab and three hours field weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40581 Animal Parasitology (4)Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours, lab six hours weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences (1)Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
10110,and 10120; and junior standing.40517 Histology,BSCI,None,"Study of the microscopic and submicroscopic structure of the mammalian body in relation to function. Two-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 30140 and 4 credit hours of biology (BSCI) coursework.40525 Wildlife Resources (3)Ecological parameters are discussed relative to the preservation and management of wild animal populations. Aesthetic, economic and environmental values are discussed. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40556 Vertebrate Zoology (4)Field approach to identification and natural history of all Ohio vertebrates except birds. Three-hour lab and three hours field weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40581 Animal Parasitology (4)Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours, lab six hours weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences (1)Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
10110,and 10120 and 30140 and 4 credit hours of biology (BSCI) coursework.40525 Wildlife Resources,BSCI,None,"Ecological parameters are discussed relative to the preservation and management of wild animal populations. Aesthetic, economic and environmental values are discussed. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40556 Vertebrate Zoology (4)Field approach to identification and natural history of all Ohio vertebrates except birds. Three-hour lab and three hours field weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40581 Animal Parasitology (4)Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours, lab six hours weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences (1)Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
10110,and 10120 and 4 credit hours biology (BSCI) coursework.40556 Vertebrate Zoology,BSCI,None,"Field approach to identification and natural history of all Ohio vertebrates except birds. Three-hour lab and three hours field weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40581 Animal Parasitology (4)Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours, lab six hours weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences (1)Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
10110,and 10120 and 4 credit hours biology (BSCI) coursework.40581 Animal Parasitology,BSCI,None,"Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours, lab six hours weekly. Prerequisites: BSCI 10110 and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences (1)Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
10110,and 10120 and 4 credit hours biology (BSCI) coursework.40600 Writing in the Biological Sciences,BSCI,None,"Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. Prerequisites: biology (BSCI) major and junior standing. This course may be used to satisfy the writing-intensive requirement with approval of major department.  *Course ineligible to be repeated for GPA recalculation.**Courses offered only at Regional Campuses. This page was last modified onAugust 20, 2009"
