Course Number,Course Name,Department,Prerequisites,Description
30004,with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major.40092Internship,JMC,2,(May be repeated for a total of 2 credit hours)Experience in a professional setting under professional supervision in student's field of specialization. S/U grading; IP grade permissible.
31002,and 31003 both with a grade of C- (1.7) or better and special approval. 41003Advertising Account Management,JMC,2,"An introduction to advertising account management including the functions of an account manager, skills required to be an account manager and how to effectively lead a team of professionals. Prerequisites: 2.75 overall GPA and JMC 31002 and 31003 both with a grade of C- (1.7) or better.41004Broadcast Copywriting (3)Application of advertising principles to broadcast media. Emphasis on commercial copy and client relationships. Prerequisites: 2.75 overall GPA and JMC 30004 or 31002 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major.41005Advertising Campaigns (3)Analysis of the planning, financing and execution of an advertising campaign through case study methods. Prerequisites: 2.75 overall GPA and JMC  31002 or 31003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $30 flat fee—subject to change.41081Advertising Practices (3)The study of current advertising practices and issues. Prerequisites: 2.75 overall GPA and JMC 31002 and 31003 both with a grade of C- (1.7) or better.42005Color Photography (3)(Cross-listed with VCD 48005) Nature of color transparency and negative films. Student produces transparencies and prints for assignments. Photojournalism majors must have a 35mm camera; photo-illustration majors must have a 4x5 camera. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $55 flat fee plus cost of film and processing—subject to change.42007Photo-Illustration Techniques (3)(Cross-listed with VCD 48007) Creative photography for advertising and editorial uses. Assignments made in an art director/photographer relationship. Critique by professionals in addition to academic evaluation. Prerequisites: JMC 32004 and 42005 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: Minimum of $45 flat fee—subject to change.42008Advanced Photojournalism (3)Discussion of contemporary photojournalists and issues. Production of photo-documentary, multimedia and illustrations appropriate to photojournalism. Senior portfolio review. Prerequisites: 2.75 overall GPA and JMC 26007 and 32002 both with a grade of C- (1.7) or better. Special fee: $55 flat fee—subject to change.42009Fashion Photography (3)(Cross-listed with VCD 38009) Instruction in studio lighting, filters, special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better; or JMC 32004 and 42005 both with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.42092Practicum in Photography (1-3)(Cross-listed with VCD 48092) (Repeatable for a total of 10 hours)Individual or group investigation into student-selected areas of photographic field."
31002,and 31003 both with a grade of C- (1.7) or better.41004Broadcast Copywriting,JMC,2,"Application of advertising principles to broadcast media. Emphasis on commercial copy and client relationships. Prerequisites: 2.75 overall GPA and JMC 30004 or 31002 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major.41005Advertising Campaigns (3)Analysis of the planning, financing and execution of an advertising campaign through case study methods. Prerequisites: 2.75 overall GPA and JMC  31002 or 31003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $30 flat fee—subject to change.41081Advertising Practices (3)The study of current advertising practices and issues. Prerequisites: 2.75 overall GPA and JMC 31002 and 31003 both with a grade of C- (1.7) or better.42005Color Photography (3)(Cross-listed with VCD 48005) Nature of color transparency and negative films. Student produces transparencies and prints for assignments. Photojournalism majors must have a 35mm camera; photo-illustration majors must have a 4x5 camera. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $55 flat fee plus cost of film and processing—subject to change.42007Photo-Illustration Techniques (3)(Cross-listed with VCD 48007) Creative photography for advertising and editorial uses. Assignments made in an art director/photographer relationship. Critique by professionals in addition to academic evaluation. Prerequisites: JMC 32004 and 42005 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: Minimum of $45 flat fee—subject to change.42008Advanced Photojournalism (3)Discussion of contemporary photojournalists and issues. Production of photo-documentary, multimedia and illustrations appropriate to photojournalism. Senior portfolio review. Prerequisites: 2.75 overall GPA and JMC 26007 and 32002 both with a grade of C- (1.7) or better. Special fee: $55 flat fee—subject to change.42009Fashion Photography (3)(Cross-listed with VCD 38009) Instruction in studio lighting, filters, special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better; or JMC 32004 and 42005 both with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.42092Practicum in Photography (1-3)(Cross-listed with VCD 48092) (Repeatable for a total of 10 hours)Individual or group investigation into student-selected areas of photographic field."
30004,or 31002 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major.41005Advertising Campaigns,JMC,2,"Analysis of the planning, financing and execution of an advertising campaign through case study methods. Prerequisites: 2.75 overall GPA and JMC  31002 or 31003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $30 flat fee—subject to change.41081Advertising Practices (3)The study of current advertising practices and issues. Prerequisites: 2.75 overall GPA and JMC 31002 and 31003 both with a grade of C- (1.7) or better.42005Color Photography (3)(Cross-listed with VCD 48005) Nature of color transparency and negative films. Student produces transparencies and prints for assignments. Photojournalism majors must have a 35mm camera; photo-illustration majors must have a 4x5 camera. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $55 flat fee plus cost of film and processing—subject to change.42007Photo-Illustration Techniques (3)(Cross-listed with VCD 48007) Creative photography for advertising and editorial uses. Assignments made in an art director/photographer relationship. Critique by professionals in addition to academic evaluation. Prerequisites: JMC 32004 and 42005 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: Minimum of $45 flat fee—subject to change.42008Advanced Photojournalism (3)Discussion of contemporary photojournalists and issues. Production of photo-documentary, multimedia and illustrations appropriate to photojournalism. Senior portfolio review. Prerequisites: 2.75 overall GPA and JMC 26007 and 32002 both with a grade of C- (1.7) or better. Special fee: $55 flat fee—subject to change.42009Fashion Photography (3)(Cross-listed with VCD 38009) Instruction in studio lighting, filters, special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better; or JMC 32004 and 42005 both with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.42092Practicum in Photography (1-3)(Cross-listed with VCD 48092) (Repeatable for a total of 10 hours)Individual or group investigation into student-selected areas of photographic field."
31002,or 31003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $30 flat fee—subject to change.41081Advertising Practices,JMC,2,"The study of current advertising practices and issues. Prerequisites: 2.75 overall GPA and JMC 31002 and 31003 both with a grade of C- (1.7) or better.42005Color Photography (3)(Cross-listed with VCD 48005) Nature of color transparency and negative films. Student produces transparencies and prints for assignments. Photojournalism majors must have a 35mm camera; photo-illustration majors must have a 4x5 camera. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $55 flat fee plus cost of film and processing—subject to change.42007Photo-Illustration Techniques (3)(Cross-listed with VCD 48007) Creative photography for advertising and editorial uses. Assignments made in an art director/photographer relationship. Critique by professionals in addition to academic evaluation. Prerequisites: JMC 32004 and 42005 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: Minimum of $45 flat fee—subject to change.42008Advanced Photojournalism (3)Discussion of contemporary photojournalists and issues. Production of photo-documentary, multimedia and illustrations appropriate to photojournalism. Senior portfolio review. Prerequisites: 2.75 overall GPA and JMC 26007 and 32002 both with a grade of C- (1.7) or better. Special fee: $55 flat fee—subject to change.42009Fashion Photography (3)(Cross-listed with VCD 38009) Instruction in studio lighting, filters, special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better; or JMC 32004 and 42005 both with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.42092Practicum in Photography (1-3)(Cross-listed with VCD 48092) (Repeatable for a total of 10 hours)Individual or group investigation into student-selected areas of photographic field."
31002,and 31003 both with a grade of C- (1.7) or better.42005Color Photography,JMC,2,"(Cross-listed with VCD 48005) Nature of color transparency and negative films. Student produces transparencies and prints for assignments. Photojournalism majors must have a 35mm camera; photo-illustration majors must have a 4x5 camera. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $55 flat fee plus cost of film and processing—subject to change.42007Photo-Illustration Techniques (3)(Cross-listed with VCD 48007) Creative photography for advertising and editorial uses. Assignments made in an art director/photographer relationship. Critique by professionals in addition to academic evaluation. Prerequisites: JMC 32004 and 42005 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: Minimum of $45 flat fee—subject to change.42008Advanced Photojournalism (3)Discussion of contemporary photojournalists and issues. Production of photo-documentary, multimedia and illustrations appropriate to photojournalism. Senior portfolio review. Prerequisites: 2.75 overall GPA and JMC 26007 and 32002 both with a grade of C- (1.7) or better. Special fee: $55 flat fee—subject to change.42009Fashion Photography (3)(Cross-listed with VCD 38009) Instruction in studio lighting, filters, special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better; or JMC 32004 and 42005 both with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.42092Practicum in Photography (1-3)(Cross-listed with VCD 48092) (Repeatable for a total of 10 hours)Individual or group investigation into student-selected areas of photographic field."
32001,with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $55 flat fee plus cost of film and processing—subject to change.42007Photo-Illustration Techniques,JMC,2,"(Cross-listed with VCD 48007) Creative photography for advertising and editorial uses. Assignments made in an art director/photographer relationship. Critique by professionals in addition to academic evaluation. Prerequisites: JMC 32004 and 42005 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: Minimum of $45 flat fee—subject to change.42008Advanced Photojournalism (3)Discussion of contemporary photojournalists and issues. Production of photo-documentary, multimedia and illustrations appropriate to photojournalism. Senior portfolio review. Prerequisites: 2.75 overall GPA and JMC 26007 and 32002 both with a grade of C- (1.7) or better. Special fee: $55 flat fee—subject to change.42009Fashion Photography (3)(Cross-listed with VCD 38009) Instruction in studio lighting, filters, special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better; or JMC 32004 and 42005 both with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.42092Practicum in Photography (1-3)(Cross-listed with VCD 48092) (Repeatable for a total of 10 hours)Individual or group investigation into student-selected areas of photographic field."
32004,and 42005 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: Minimum of $45 flat fee—subject to change.42008Advanced Photojournalism,JMC,2,"Discussion of contemporary photojournalists and issues. Production of photo-documentary, multimedia and illustrations appropriate to photojournalism. Senior portfolio review. Prerequisites: 2.75 overall GPA and JMC 26007 and 32002 both with a grade of C- (1.7) or better. Special fee: $55 flat fee—subject to change.42009Fashion Photography (3)(Cross-listed with VCD 38009) Instruction in studio lighting, filters, special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better; or JMC 32004 and 42005 both with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.42092Practicum in Photography (1-3)(Cross-listed with VCD 48092) (Repeatable for a total of 10 hours)Individual or group investigation into student-selected areas of photographic field."
26007,and 32002 both with a grade of C- (1.7) or better. Special fee: $55 flat fee—subject to change.42009Fashion Photography,JMC,2,"(Cross-listed with VCD 38009) Instruction in studio lighting, filters, special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: 2.75 overall GPA and JMC 32001 with a grade of C- (1.7) or better; or JMC 32004 and 42005 both with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.42092Practicum in Photography (1-3)(Cross-listed with VCD 48092) (Repeatable for a total of 10 hours)Individual or group investigation into student-selected areas of photographic field."
32001,with a grade of C- (1.7) or better; or JMC 32004 and 42005 both with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.42092Practicum in Photography (1-3)(Cross-listed with VCD 48092) (Repeatable for a total of 10 hours)Individual or group investigation into student-selected areas of photographic field. Prerequisite: 2.75 overall GPA and junior or senior standing and special approval. Special fee: $7.50/credit hour—subject to change. 43035Advanced Television Producing,JMC,2,"Advanced understanding of how to produce new content for broadcast and the web. Prerequisites: journalism and mass communication (JMC) major and special approval.43036Record Promotion (3)Class operates as an independent record label to critique, select, promote, publicize and sell original recorded music."
20004,and JMC 30034 with a grade of C- (1.7) or better and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test.44045Promotions for Electronic Media,JMC,2,"Fundamental and latest trends in broadcast and cable promotion. Prerequisites: 2.75 cumulative GPA and journalism and mass communication (JMC) major.44050Audio for Video (3)Understanding of the sonic aspects of visual productions including video studio, video field and online applications. Prerequisites: 2.75 cumulative GPA and journalism and mass communication (JMC) major.46000Newspaper Design (3)Design of newspapers from small inside pages to elaborate feature pages. News judgment. Basic information graphics and photo editing. Prerequisites: 2.75 overall GPA and JMC 26001; and JMC 22000 or 22001; and VCD 37000  all with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.46001Information Graphics (3)(Cross-listed with VCD 43007) Introduction to shapes, color, type and combinations of these for computer-designed news graphics: maps, charts, graphs and diagrams. Prerequisites: 2.75 overall GPA and a grade of B- (2.7) or better in JMC 20004 and VCD 37000 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $50 flat fee—subject to change.46003Producing Television News (3)Introduction to the theory and practice of practice of producing content for TV news and public affairs programs. Emphasis is placed on understanding news philosophies, storytelling story selection and rundown placement."
22000,or 22001; and VCD 37000  all with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.46001Information Graphics,JMC,2,"(Cross-listed with VCD 43007) Introduction to shapes, color, type and combinations of these for computer-designed news graphics: maps, charts, graphs and diagrams. Prerequisites: 2.75 overall GPA and a grade of B- (2.7) or better in JMC 20004 and VCD 37000 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $50 flat fee—subject to change.46003Producing Television News (3)Introduction to the theory and practice of practice of producing content for TV news and public affairs programs. Emphasis is placed on understanding news philosophies, storytelling story selection and rundown placement."
20004,and VCD 37000 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $50 flat fee—subject to change.46003Producing Television News,JMC,2,"Introduction to the theory and practice of practice of producing content for TV news and public affairs programs. Emphasis is placed on understanding news philosophies, storytelling story selection and rundown placement."
26008,and journalism and mass communication (JMC) major. Special fee: $60 flat fee—subject to change.46006Editorial Writing,JMC,2,"Structures and purpose of editorial and column writing; study of editorial section of newspaper; practice in writing editorials. Prerequisites: 2.75 overall GPA and JMC 26007 or 26008 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major.46007Reporting in Depth (3)Techniques involved in researching, interviewing and writing in-depth news articles and analyses. Prerequisites: 2.75 overall GPA and JMC 26007 or 26008 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major.46009Reporting Public Affairs (4)Instruction and practice in reporting all areas of public affairs, including government and the courts. Use of precision journalism techniques. Prerequisites: 2.75 overall GPA and JMC 26007 or 26008 either with a grade of C- (1.7) or better; and JMC 36005 or 46003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $40 flat fee—subject to change.46016Magazine Publishing (3)Overview of magazine publishing—editorial, advertising, circulation and production. Analysis of magazines. Prerequisites: 2.75 overall GPA and a B- (2.7) or better in JMC 20004 and a journalism and mass communication (JMC) major and junior standing and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $30 flat fee—subject to change.46020Magazine Design (3)Marriage of words and visuals for designing magazine layouts and covers in desktop publishing. Prerequisites: 2.75 overall GPA and JMC 22000 and 26001 and 46016 and VCD 37000 all with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.46021Magazine Writing and Editing (3)Research, interviewing, writing and marketing of major magazine articles. Editing techniques for magazines. Prerequisites: 2.75 overall GPA and JMC 36005 and 40005 both with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change. 46052Advanced Broadcast News Practices (3)Study of investigative news stories, newsroom operations, editing and producing broadcast news programs. Advanced projects in broadcast news."
26007,or 26008 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major.46007Reporting in Depth,JMC,2,"Techniques involved in researching, interviewing and writing in-depth news articles and analyses. Prerequisites: 2.75 overall GPA and JMC 26007 or 26008 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major.46009Reporting Public Affairs (4)Instruction and practice in reporting all areas of public affairs, including government and the courts. Use of precision journalism techniques. Prerequisites: 2.75 overall GPA and JMC 26007 or 26008 either with a grade of C- (1.7) or better; and JMC 36005 or 46003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $40 flat fee—subject to change.46016Magazine Publishing (3)Overview of magazine publishing—editorial, advertising, circulation and production. Analysis of magazines. Prerequisites: 2.75 overall GPA and a B- (2.7) or better in JMC 20004 and a journalism and mass communication (JMC) major and junior standing and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $30 flat fee—subject to change.46020Magazine Design (3)Marriage of words and visuals for designing magazine layouts and covers in desktop publishing. Prerequisites: 2.75 overall GPA and JMC 22000 and 26001 and 46016 and VCD 37000 all with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.46021Magazine Writing and Editing (3)Research, interviewing, writing and marketing of major magazine articles. Editing techniques for magazines. Prerequisites: 2.75 overall GPA and JMC 36005 and 40005 both with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change. 46052Advanced Broadcast News Practices (3)Study of investigative news stories, newsroom operations, editing and producing broadcast news programs. Advanced projects in broadcast news."
26007,or 26008 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major.46009Reporting Public Affairs,JMC,2,"Instruction and practice in reporting all areas of public affairs, including government and the courts. Use of precision journalism techniques. Prerequisites: 2.75 overall GPA and JMC 26007 or 26008 either with a grade of C- (1.7) or better; and JMC 36005 or 46003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $40 flat fee—subject to change.46016Magazine Publishing (3)Overview of magazine publishing—editorial, advertising, circulation and production. Analysis of magazines. Prerequisites: 2.75 overall GPA and a B- (2.7) or better in JMC 20004 and a journalism and mass communication (JMC) major and junior standing and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $30 flat fee—subject to change.46020Magazine Design (3)Marriage of words and visuals for designing magazine layouts and covers in desktop publishing. Prerequisites: 2.75 overall GPA and JMC 22000 and 26001 and 46016 and VCD 37000 all with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.46021Magazine Writing and Editing (3)Research, interviewing, writing and marketing of major magazine articles. Editing techniques for magazines. Prerequisites: 2.75 overall GPA and JMC 36005 and 40005 both with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change. 46052Advanced Broadcast News Practices (3)Study of investigative news stories, newsroom operations, editing and producing broadcast news programs. Advanced projects in broadcast news."
26007,or 26008 either with a grade of C- (1.7) or better; and JMC 36005 or 46003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $40 flat fee—subject to change.46016Magazine Publishing,JMC,2,"Overview of magazine publishing—editorial, advertising, circulation and production. Analysis of magazines. Prerequisites: 2.75 overall GPA and a B- (2.7) or better in JMC 20004 and a journalism and mass communication (JMC) major and junior standing and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $30 flat fee—subject to change.46020Magazine Design (3)Marriage of words and visuals for designing magazine layouts and covers in desktop publishing. Prerequisites: 2.75 overall GPA and JMC 22000 and 26001 and 46016 and VCD 37000 all with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.46021Magazine Writing and Editing (3)Research, interviewing, writing and marketing of major magazine articles. Editing techniques for magazines. Prerequisites: 2.75 overall GPA and JMC 36005 and 40005 both with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change. 46052Advanced Broadcast News Practices (3)Study of investigative news stories, newsroom operations, editing and producing broadcast news programs. Advanced projects in broadcast news."
20004,and a journalism and mass communication (JMC) major and junior standing and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $30 flat fee—subject to change.46020Magazine Design,JMC,2,"Marriage of words and visuals for designing magazine layouts and covers in desktop publishing. Prerequisites: 2.75 overall GPA and JMC 22000 and 26001 and 46016 and VCD 37000 all with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.46021Magazine Writing and Editing (3)Research, interviewing, writing and marketing of major magazine articles. Editing techniques for magazines. Prerequisites: 2.75 overall GPA and JMC 36005 and 40005 both with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change. 46052Advanced Broadcast News Practices (3)Study of investigative news stories, newsroom operations, editing and producing broadcast news programs. Advanced projects in broadcast news."
22000,and 26001 and 46016 and VCD 37000 all with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.46021Magazine Writing and Editing,JMC,2,"Research, interviewing, writing and marketing of major magazine articles. Editing techniques for magazines. Prerequisites: 2.75 overall GPA and JMC 36005 and 40005 both with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change. 46052Advanced Broadcast News Practices (3)Study of investigative news stories, newsroom operations, editing and producing broadcast news programs. Advanced projects in broadcast news."
36005,and 40005 both with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change. 46052Advanced Broadcast News Practices,JMC,2,"Study of investigative news stories, newsroom operations, editing and producing broadcast news programs. Advanced projects in broadcast news."
26008,with a grade of C- (1.7) or better. Special fee: $60 flat fee—subject to change. 46054Broadcast Documentary,JMC,2,Development of documentary form for radio and television. Analysis and production of documentaries. Utilization of audio and video recording and editing. Prerequisites: 2.75 overall GPA and two of the following: JMC 33033 or 33034 or 33042 or 33043 all with a grade of C- (1.7) or better . Special fee: $60 flat fee—subject to change.47003Teaching High School Journalism (3)Methods and materials for teaching journalism in high school. Prerequisites: junior or senior standing and special approval of instructor. Special fee: $30 flat fee—subject to change.47004Desktop Publishing for High School Journalism Teachers (1)Basics of InDesign desktop publishing program as it relates to high school newspaper and magazines.
33033,or 33034 or 33042 or 33043 all with a grade of C- (1.7) or better . Special fee: $60 flat fee—subject to change.47003Teaching High School Journalism,JMC,2,Methods and materials for teaching journalism in high school. Prerequisites: junior or senior standing and special approval of instructor. Special fee: $30 flat fee—subject to change.47004Desktop Publishing for High School Journalism Teachers (1)Basics of InDesign desktop publishing program as it relates to high school newspaper and magazines.
47003,with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change.48001Media Relations and Publicity,JMC,2,"Planning and preparation of materials for use by the news media, both on paper and online. The course explores the media relations function along with the uses and limitations of mass media in public relations practice. Prerequisites: 2.75 overall GPA and JMC 26001; and JMC 26007 or 26008; and JMC 38002 all with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $30 flat fee—subject to change.48002Public Relations Tactics (3)Planning and preparation of face-to-face public relations tactics, including spokesperson training for on- and off-camera appearances, special event planning, speeches and presentations with visual support and other applications of ""writing for the ear."" Prerequisites: 2.75 overall GPA and JMC 26001 and 38002 both with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change.48003Public Relations Online Tactics (3)Explores fundamentals of Web site planning and design and provides hands-on skills development using the full range of cybermedia techniques. Includes emphasis on writing for online audiences. Prerequisites: 2.75 overall GPA and JMC 26001; and JMC 26007 or 26008; and JMC 38002 all with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. 48006Public Relations Publications (3)Planning, writing and design of organizational publications, including newsletters, brochures, flyers, promotional mailers and Web sites. Course also explores the print production process. Prerequisites: 2.75 overall GPA and JMC 26001 and VCD 37000 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $30 flat fee—subject to change.48020Mass Media Organizations and Public Information (3)The roles of public information and mass media in public opinion formation. Techniques of assessing/interpreting public opinion polls and creating public information strategies using mass media. Prerequisites: 2.75 overall GPA and junior or senior standing.48091Seminar: Public Relations Campaigns (3)This capstone course in the public relations major requires student teams to combine research, planning and execution into a single public relations campaign developed for a real-world organization."
26007,or 26008; and JMC 38002 all with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $30 flat fee—subject to change.48002Public Relations Tactics,JMC,2,"Planning and preparation of face-to-face public relations tactics, including spokesperson training for on- and off-camera appearances, special event planning, speeches and presentations with visual support and other applications of ""writing for the ear."" Prerequisites: 2.75 overall GPA and JMC 26001 and 38002 both with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change.48003Public Relations Online Tactics (3)Explores fundamentals of Web site planning and design and provides hands-on skills development using the full range of cybermedia techniques. Includes emphasis on writing for online audiences. Prerequisites: 2.75 overall GPA and JMC 26001; and JMC 26007 or 26008; and JMC 38002 all with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. 48006Public Relations Publications (3)Planning, writing and design of organizational publications, including newsletters, brochures, flyers, promotional mailers and Web sites. Course also explores the print production process. Prerequisites: 2.75 overall GPA and JMC 26001 and VCD 37000 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $30 flat fee—subject to change.48020Mass Media Organizations and Public Information (3)The roles of public information and mass media in public opinion formation. Techniques of assessing/interpreting public opinion polls and creating public information strategies using mass media. Prerequisites: 2.75 overall GPA and junior or senior standing.48091Seminar: Public Relations Campaigns (3)This capstone course in the public relations major requires student teams to combine research, planning and execution into a single public relations campaign developed for a real-world organization."
26001,and 38002 both with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change.48003Public Relations Online Tactics,JMC,2,"Explores fundamentals of Web site planning and design and provides hands-on skills development using the full range of cybermedia techniques. Includes emphasis on writing for online audiences. Prerequisites: 2.75 overall GPA and JMC 26001; and JMC 26007 or 26008; and JMC 38002 all with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. 48006Public Relations Publications (3)Planning, writing and design of organizational publications, including newsletters, brochures, flyers, promotional mailers and Web sites. Course also explores the print production process. Prerequisites: 2.75 overall GPA and JMC 26001 and VCD 37000 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $30 flat fee—subject to change.48020Mass Media Organizations and Public Information (3)The roles of public information and mass media in public opinion formation. Techniques of assessing/interpreting public opinion polls and creating public information strategies using mass media. Prerequisites: 2.75 overall GPA and junior or senior standing.48091Seminar: Public Relations Campaigns (3)This capstone course in the public relations major requires student teams to combine research, planning and execution into a single public relations campaign developed for a real-world organization."
26007,or 26008; and JMC 38002 all with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. 48006Public Relations Publications,JMC,2,"Planning, writing and design of organizational publications, including newsletters, brochures, flyers, promotional mailers and Web sites. Course also explores the print production process. Prerequisites: 2.75 overall GPA and JMC 26001 and VCD 37000 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $30 flat fee—subject to change.48020Mass Media Organizations and Public Information (3)The roles of public information and mass media in public opinion formation. Techniques of assessing/interpreting public opinion polls and creating public information strategies using mass media. Prerequisites: 2.75 overall GPA and junior or senior standing.48091Seminar: Public Relations Campaigns (3)This capstone course in the public relations major requires student teams to combine research, planning and execution into a single public relations campaign developed for a real-world organization."
